user_agent_id,nuser_agent_id,ua_engine,ua_version,ua_version_major,ua_class,ua_class_code,ua_family,ua_family_code,ua_family_vendor,ua_family_vendor_code,crawler_category,crawler_category_code,os_family,os_family_code,os,os_code,os_family_vendor,os_family_vendor_code,device_class,device_class_code,device_market_name,device_brand,device_brand_code
7002,d0d6de3ec7568e738f86c17ecb5ec815,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smart TV,smart_tv,Phone Pro 3,Energy Sistem,energy_sistem
7101,bbb4e6c4e59e5822400571beb54d9a85,WebKit/Blink,26.0.0.13.86,26,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,K10 LTE,LG,lg
7201,946d80e55fbf9ee2f9f40b9c441454de,Blink,3.55.2393.590,3,Browser,browser,Avast SafeZone,avast_safezone,AVAST Software s.r.o.,avast,,unknown,Windows,windows,Windows 8,windows_8,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
7301,30ec5af26ed9fbb09bf3a0d1f0e5d009,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Smart TV,smart_tv,Axon 7 Mini,ZTE,zte
7401,831976e5e7d16cf1cbd032dcc631c8de,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.0 lollipop,android_5_0,Google  Inc.,google_inc,Tablet,tablet,G Pad 10.1,LG,lg
7501,fb945dd3a397eeebb5d8d5fb3ec1e545,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 5.0 lollipop,android_5_0,Google  Inc.,google_inc,Smart TV,smart_tv,Galaxy S4,Samsung,samsung
7601,ac3acdbb98539f0aead5a2f6fb73d7fc,Trident/Blink,7,7,Browser,browser,TheWorld Browser,theworld_browser,Phoenix Studio,phoenix_studio,,unknown,Windows,windows,Windows 7,windows_7,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
7701,d9c3492ba24c72edd34cb9c1c05aacdd,WebKit/Blink,,,Mobile browser,mobile_browser,Android webview,android_webview,Google Inc.,google_inc,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Smart TV,smart_tv,,,unknown
7702,09f8f9421a8f654ec6eef37e1c311473,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smart TV,smart_tv,D1,iLa Mobile,ila_mobile
7801,03eec70dd4f3b909679cc1541171d7d1,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 8 Oreo,android_8,Google  Inc.,google_inc,Smart TV,smart_tv,Mi A1,Xiaomi,xiaomi
7901,02afa5e730f253b59f001cb61937abf2,WebKit/Blink,,,Mobile browser,mobile_browser,Android webview,android_webview,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,S7,Huawei,huawei
8001,56b5b5d088342a8b36e0b147a13f3f58,Trident,11.0,11,Browser,browser,IE,ie,Microsoft Corporation.,microsoft_corporation,,unknown,Windows,windows,Windows 7,windows_7,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,PC,Toshiba,toshiba
8101,5a3108f9ce80612710662de5efa52783,WebKit/Blink,,,Mobile browser,mobile_browser,Android webview,android_webview,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,PRIV,BlackBerry,blackberry
7902,9dd34991ad9ead449a41c95a7097ca13,WebKit/Blink,,,Mobile browser,mobile_browser,Android webview,android_webview,Google Inc.,google_inc,,unknown,Android,android,Android 4.4 KitKat,android_4_4,Google  Inc.,google_inc,Smart TV,smart_tv,,,unknown
8201,ab94e63b9098aca1447fd500983d3b34,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.1 lollipop,android_5_1,Google  Inc.,google_inc,Smart TV,smart_tv,Hi12 Tablet,Chuwi,chuwi
8301,ebabaf89b02eb90060837205e026fde3,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 8 Oreo,android_8,Google  Inc.,google_inc,Smart TV,smart_tv,,,unknown
8401,76b85f1d49b0c37a2c431033c486292a,,11.0.2,11,Unrecognized,unrecognized,Powermarks,powermarks,Kaylon Technologies Inc.,kaylon_technologies_inc,,unknown,macOS,macos,macOS 10.13 High Sierra,macos_10_13,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
8402,6be1a477f3ab2dad329a387b86f46492,,11.0.2,11,Unrecognized,unrecognized,Powermarks,powermarks,Kaylon Technologies Inc.,kaylon_technologies_inc,,unknown,macOS,macos,macOS 10.12 Sierra,macos_10_12,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
8403,dcadca5a75b9e098b4a084dff4a749b3,WebKit/U3,11.5.0.1015,11,Mobile browser,mobile_browser,UC Browser mobile,uc_browser_mobile,UCWeb Inc.,ucweb_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Tablet,tablet,Galaxy S7,Samsung,samsung
8404,41a28fd9f623bd4b6105be4978034eab,,9.1.2,9,Unrecognized,unrecognized,Powermarks,powermarks,Kaylon Technologies Inc.,kaylon_technologies_inc,,unknown,OS X,osx,OS X 10.11 El Capitan,osx_10_11,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
8501,d70e7f999ad78ded4b20cc87ccea2e94,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Smart TV,smart_tv,Redmi Note 5A Prime,Xiaomi,xiaomi
8502,5fc7057fcdc6ae0ac50d15452e541731,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smart TV,smart_tv,X-Power 2,LG,lg
8601,227138c62b2790310cf0bd046a3a7f85,WebKit/Blink,,,Mobile browser,mobile_browser,Android webview,android_webview,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,One (M8),HTC,htc
8602,333feccaa58efc788e93f592f8f527b9,,9.1.3,9,Unrecognized,unrecognized,Powermarks,powermarks,Kaylon Technologies Inc.,kaylon_technologies_inc,,unknown,OS X,osx,OS X 10.9 Mavericks,osx_10_9,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
8603,f8572984a5e4f1ebd6933d31aedb5da9,,10.0.1,10,Unrecognized,unrecognized,Powermarks,powermarks,Kaylon Technologies Inc.,kaylon_technologies_inc,,unknown,OS X,osx,OS X 10.10 Yosemite,osx_10_10,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
8701,3e7ecede2caee0fad7c91e699e5396ea,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Tablet,tablet,Aquaris M10,bq,bq
8801,340d070aa01be959349f4b7e804fa8ec,WebKit,6.3,6,Mobile browser,mobile_browser,Mobile QQbrowser,qqbrowser_mobile,Tencent Ltd.,tencent_ltd,,unknown,iOS,ios,iOS 11,ios_11,Apple Inc.,apple_inc,Tablet,tablet,iPad,Apple,apple
8901,11bb73b14d37af53909bf1e6c6580330,WebKit/Blink,47.0.2526.83,47,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 4.4 KitKat,android_4_4,Google  Inc.,google_inc,Smart TV,smart_tv,Iconia A1-830,Acer,acer
9001,5fd03c34fb50e98a26543ad69385b3a1,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,Aquaris U,bq,bq
9101,87f0486a2c0846ea772a0e7c8068aa8f,WebKit/Blink,56.0.2924.87,56,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.0 lollipop,android_5_0,Google  Inc.,google_inc,Smart TV,smart_tv,Edison 3,bq,bq
9201,bead1403caba4f180478de6f424f42c2,Presto/Blink,36.0.2130.80,36,Browser,browser,Opera,opera,Opera Software ASA.,opera_software_asa,,unknown,Windows,windows,Windows Vista,windows_vista,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
9002,335f8384f9393c644f47e5c348357e2a,Gecko,10.4b8288,10,Mobile browser,mobile_browser,Firefox mobile,firefox_mobile,Mozilla Foundation,mozilla_foundation,,unknown,iOS,ios,iOS 11,ios_11,Apple Inc.,apple_inc,Tablet,tablet,iPad,Apple,apple
9202,f1b1bca8ad321013243a37401fcc3a96,WebKit/Blink,62.0.3202.84,62,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smartphone,smartphone,One A9s,HTC,htc
9301,e54c8da6e8cc3b9aa80ea383b5de43a2,WebKit/Blink,58.0.3029.83,58,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.1 lollipop,android_5_1,Google  Inc.,google_inc,Smart TV,smart_tv,STARTRAIL 7,SFR,sfr
9401,b45e8a6e1cf66175a413fc970e48fdf1,Blink,4.2.4,4,Browser,browser,Seznam.cz browser,seznam-cz_browser,Seznam.cz  a.s.,seznam-cz_a-s,,unknown,Windows,windows,Windows XP,windows_xp,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
9302,2d229d3c86f9b78c11d0c97440a75ce8,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 5.1 lollipop,android_5_1,Google  Inc.,google_inc,Smart TV,smart_tv,K10,LG,lg
9501,2212823bacdbcc22eea34dfc4b5d43a4,WebKit/Blink,60.0.3112.116,60,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.1 lollipop,android_5_1,Google  Inc.,google_inc,Smart TV,smart_tv,Blade A452,ZTE,zte
9601,673f8011957d1fbca0b12abe7c88eb5a,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Smart TV,smart_tv,Aquaris X Pro,bq,bq
9701,1ecbc331e4a82527d9aef968814fdbe9,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,K6000 Pro,Oukitel,oukitel
9801,956be01bc74aff772f934e9afefe3e3a,WebKit/Blink,6.2,6,Mobile browser,mobile_browser,Mobile Samsung Browser,mobile_samsung_browser,SAMSUNG,samsung,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Tablet,tablet,,,unknown
9901,bf65fcdb9736dca066e3422d10f33451,WebKit,4.0,4,Mobile browser,mobile_browser,Android browser,android_browser,Google Inc.,google_inc,,unknown,Android,android,Android 5.1 lollipop,android_5_1,Google  Inc.,google_inc,Smart TV,smart_tv,Plus (X550),Asus,asus
10001,c705a1ff28016873ba5079d8906f9c77,Trident,11.0,11,Mobile browser,mobile_browser,IE Mobile,ie_mobile,Microsoft Corporation.,microsoft_corporation,,unknown,Windows,windows,Windows Phone 8.1,windows_phone_8_1,Microsoft Corporation.,microsoft_corporation,Tablet,tablet,Lumia 635,Nokia,nokia
10101,33bdb656e364f7881ed86bfcfbb36224,WebKit/Blink,,,Mobile browser,mobile_browser,Android webview,android_webview,Google Inc.,google_inc,,unknown,Android,android,Android 5.1 lollipop,android_5_1,Google  Inc.,google_inc,Smart TV,smart_tv,Y5II,Huawei,huawei
10201,2a4449d91687bb6c20f9c54d49d388b9,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,Blade V7,ZTE,zte
17601,a86fcca5a66df248b38fc91bd54c5c92,WebKit,6.2.8,6,Browser,browser,Safari,safari,Apple Inc.,apple_inc,,unknown,OS X,osx,OS X 10.8 Mountain Lion,osx_10_8,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
10301,81340027119c3f7bdfc610b34847790d,Trident/Gecko/WebKit,9.0,9,Browser,browser,Avant Browser,avant_browser,Avant Force,avant_force,,unknown,Windows,windows,Windows 7,windows_7,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
10401,d31c6816ae238412472b1412af9a8d31,WebKit/U3,11.7.5.1028,11,Mobile browser,mobile_browser,UC Browser mobile,uc_browser_mobile,UCWeb Inc.,ucweb_inc,,unknown,iOS,ios,iOS 10,ios_10,Apple Inc.,apple_inc,Smartphone,smartphone,iPhone,Apple,apple
10501,e860667ea54b8b149519da485affa946,WebKit/Blink,58.0.3029.83,58,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 4.4 KitKat,android_4_4,Google  Inc.,google_inc,Tablet,tablet,Iconia A3-A20 FHD,Acer,acer
10502,28cb1c45a7def82d02ff647448021a9d,Trident,11.0,11,Browser,browser,IE,ie,Microsoft Corporation.,microsoft_corporation,,unknown,Windows,windows,Windows 10,windows_10,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,PC,Dell,dell
10601,38f2bacb69e208b13839af2a4a5641aa,,6.2.8,6,Unrecognized,unrecognized,Powermarks,powermarks,Kaylon Technologies Inc.,kaylon_technologies_inc,,unknown,OS X,osx,OS X 10.8 Mountain Lion,osx_10_8,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
10701,8a9902dc500bd253f8be169a61036250,Gecko,2.46,2,Browser,browser,SeaMonkey,seamonkey,Mozilla Foundation,mozilla_foundation,,unknown,Windows,windows,Windows 7,windows_7,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
10801,3adbd5aaf9b79df15699c22369d042b5,Trident,10.0,10,Mobile browser,mobile_browser,IE Mobile,ie_mobile,Microsoft Corporation.,microsoft_corporation,,unknown,Windows,windows,Windows Phone 8,windows_phone_8,Microsoft Corporation.,microsoft_corporation,Tablet,tablet,,,unknown
10901,dde16206dd05b64615feef7e63aff22b,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smart TV,smart_tv,ONETOUCH IDOL 3 (5.5),Alcatel,alcatel
11001,91f2f9fa6eea9ce52b0cce2f77a5bdd1,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Smart TV,smart_tv,Mix,Doogee,doogee
11002,e462f1b2f67f2f78f69243b1e4b18001,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 5.0 lollipop,android_5_0,Google  Inc.,google_inc,Smart TV,smart_tv,Desire 820,HTC,htc
11101,334ccfc7458284167a45174bfe57e68f,Trident,11.0,11,Browser,browser,IE,ie,Microsoft Corporation.,microsoft_corporation,,unknown,Windows,windows,Windows 7,windows_7,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,PC,Samsung,samsung
11201,c32bcd91b63854697d46ac51e3f73c8f,WebKit,4.0,4,Mobile browser,mobile_browser,Android browser,android_browser,Google Inc.,google_inc,,unknown,Android,android,Android 8 Oreo,android_8,Google  Inc.,google_inc,Smart TV,smart_tv,,,unknown
11301,910f0f3ee1684d3916be001bea112069,WebKit,,,Browser,browser,PS4 Web browser,ps4_web_browser,http://www.scei.co.jp/index_e.html,http:-www-scei-co-jp-index_e-html,,unknown,BSD,bsd,Orbis OS,orbis_os,Sony Computer Entertainment  Inc.,sony,Smartphone,smartphone,PlayStation 4,Sony,sony
11401,6c9c32351b123d44d5d6e6b81d6d61cd,Presto/WebKit,44.1.2246.123029,44,Mobile browser,mobile_browser,Opera Mobile,opera_mobile,Opera Software ASA.,opera_software_asa,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Desktop,desktop,ZenPad 8.0 (Z380M),Asus,asus
11501,06d909a93eb7a81ada49db6f9fa59af3,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 8 Oreo,android_8,Google  Inc.,google_inc,Smart TV,smart_tv,Mi A1,Xiaomi,xiaomi
11601,137aed1380a0510bc62e3f3ce71d5fde,Presto/WebKit,44.1.2246.123029,44,Mobile browser,mobile_browser,Opera Mobile,opera_mobile,Opera Software ASA.,opera_software_asa,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Tablet,tablet,Galaxy J5 (2016),Samsung,samsung
11701,219a45d0bef9fc1de011541084c605ac,WebKit/Blink,,,Mobile browser,mobile_browser,Android webview,android_webview,Google Inc.,google_inc,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Smart TV,smart_tv,Xperia Z5 Compact,Sony,sony
11702,f0e7259655ce9b24db4edde5e9a0c6b1,WebKit/Blink,5.2.1a,5,Mobile browser,mobile_browser,Mobile Seznam.cz Browser,mobile_seznam-cz_browser,Seznam.cz  a.s.,seznam-cz_a-s,,unknown,Android,android,Android 4.4 KitKat,android_4_4,Google  Inc.,google_inc,Tablet,tablet,A5000,Lenovo,lenovo
11801,247d6ca4a28a24143473cb9ab31d4e99,WebKit/Blink,5.8i,5,Mobile browser,mobile_browser,Mobile Seznam.cz Browser,mobile_seznam-cz_browser,Seznam.cz  a.s.,seznam-cz_a-s,,unknown,iOS,ios,iOS 11,ios_11,Apple Inc.,apple_inc,Smartphone,smartphone,iPhone,Apple,apple
11901,3ebeca67ca518041be68c11b69d77d94,WebKit,4.0,4,Mobile browser,mobile_browser,Android browser,android_browser,Google Inc.,google_inc,,unknown,Android,android,Android 4.4 KitKat,android_4_4,Google  Inc.,google_inc,Smart TV,smart_tv,Galaxy Grand Neo,Samsung,samsung
12001,d396e5cb44db77b39a6b6e6f4cf23a9e,WebKit,6.0,6,Mobile browser,mobile_browser,Safari mobile,safari_mobile,Apple Inc.,apple_inc,,unknown,iOS,ios,iOS 6,ios_6,Apple Inc.,apple_inc,Smartphone,smartphone,iPhone,Apple,apple
12101,7180be29926522c6796ef5c27a72f59e,Blink,68.4.126,68,Browser,browser,Coc Coc,coc_coc,Coc Coc,coc_coc,,unknown,Windows,windows,Windows 10,windows_10,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
12102,a6772a2b179c75f6f40d28c67a9b2232,WebKit,4.0,4,Mobile browser,mobile_browser,Android browser,android_browser,Google Inc.,google_inc,,unknown,Android,android,Android 4.0.x Ice Cream Sandwich,android_4,Google  Inc.,google_inc,Tablet,tablet,Galaxy Note 10.1,Samsung,samsung
12201,cbb4e72d82e7469fe9b82ad13502b1f3,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Smart TV,smart_tv,WIM Lite,Wiko,wiko
12301,8a065ede8406b24624a9e475e939840b,,6.1.6,6,Unrecognized,unrecognized,Powermarks,powermarks,Kaylon Technologies Inc.,kaylon_technologies_inc,,unknown,OS X,osx,OS X 10.7 Lion,osx_10_7,Apple Computer  Inc.,apple_inc,Unrecognized,unrecognized,Mac,Apple,apple
12302,d8eef5d57e3bef528938f92fa3f16c1a,WebKit/Blink,61.0.3163.98,61,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smartphone,smartphone,One A2001,InnJoo,innjoo
12303,32d63f539ebd3d79bdddae96dbe4fd1c,Presto,,,Mobile browser,mobile_browser,Opera Mini,opera_mini,Opera Software ASA.,opera_software_asa,,unknown,Windows,windows,Windows 95,windows_95,Microsoft Corporation.,microsoft_corporation,Smartphone,smartphone,,,unknown
33403,0d4dde6528f59e2ef679fa39bd7f294f,,,,Unrecognized,unrecognized,,unknown,,unknown,,unknown,iOS,ios,iOS 11,ios_11,Apple Inc.,apple_inc,Game console,game_console,iPhone,Apple,apple
12401,89919ebb5cec6cfe6cc528578ab6085b,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Tablet,tablet,DTEK60,BlackBerry,blackberry
12501,824ac0d37e4505a95a99c3800410c369,Trident/Gecko/WebKit,10.0,10,Browser,browser,Avant Browser,avant_browser,Avant Force,avant_force,,unknown,Windows,windows,Windows 8,windows_8,Microsoft Corporation.,microsoft_corporation,Desktop,desktop,,,unknown
12601,9c3acbc2c2de96fea36c8d0315c19d48,WebKit/Blink,39.0.2171.93,39,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.0 lollipop,android_5_0,Google  Inc.,google_inc,Smart TV,smart_tv,Tab prime 6,Vodafone,vodafone
12701,ad810332419e5e096d73e732e8a2a6ee,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.0 lollipop,android_5_0,Google  Inc.,google_inc,Tablet,tablet,TAB 3,Lenovo,lenovo
12901,d9e5329d33e54714789b1d9858a865d4,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smartphone,smartphone,Xperia Z2,Sony,sony
12801,7333e7d9bcb6daf81c3757f151ca5c5d,WebKit/Blink,,,Mobile browser,mobile_browser,Android webview,android_webview,Google Inc.,google_inc,,unknown,Android,android,Android 5.1 lollipop,android_5_1,Google  Inc.,google_inc,Smartphone,smartphone,M3 Note,Meizu,meizu
12802,881f7ed835deed13c8ff8158eef4f51a,WebKit/Blink,6.2,6,Mobile browser,mobile_browser,Mobile Samsung Browser,mobile_samsung_browser,SAMSUNG,samsung,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smartphone,smartphone,,,unknown
12803,a9a888887c714df2d4c91dff2616d45a,WebKit,,,Mobile browser,mobile_browser,Facebook App,facebook_app,Facebook  Inc.,facebook,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smartphone,smartphone,P10,Huawei,huawei
12804,e70ecf388ab7a9a1d817fd85a9c2e899,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smartphone,smartphone,Galaxy S7 Edge,Samsung,samsung
12805,36dd9dbe1257bd17e911ecf48d51900e,WebKit/Blink,63.0.3239.83,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 5.0 lollipop,android_5_0,Google  Inc.,google_inc,Smartphone,smartphone,Aquaris E5 HD,bq,bq
12806,a072ea3e91f6d16da6aaa14d6fde8ce1,WebKit,11.0.1,11,Browser,browser,Safari,safari,Apple Inc.,apple_inc,,unknown,macOS,macos,macOS 10.12 Sierra,macos_10_12,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
12807,18804734a756e10dd3870231af522a0b,WebKit/Blink,61.0.3163.98,61,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smartphone,smartphone,Galaxy A3 (2016),Samsung,samsung
12808,4622e18e77181d127a9eeb12a2ffebd5,WebKit/Blink,27.0.0.11.97,27,Mobile browser,mobile_browser,Instagram App,instagram _app,Instagram,instagram,,unknown,Android,android,Android 7.0 Nougat,android_7_0,Google  Inc.,google_inc,Smartphone,smartphone,Nova Plus,Huawei,huawei
13001,2475a5d9845e6b5bf3737d80630e0ce6,WebKit,11.0.2,11,Browser,browser,Safari,safari,Apple Inc.,apple_inc,,unknown,OS X,osx,OS X 10.11 El Capitan,osx_10_11,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
13101,2d73fb88ce5ce05b41b05712d1a7e52d,WebKit/Blink,62.0.3202.84,62,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smartphone,smartphone,Redmi Note 3,Xiaomi,xiaomi
13002,e8894c59ecd51a7219f5f5846ced4524,WebKit/Blink,63.0.3239.111,63,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 7.1 Nougat,android_7_1,Google  Inc.,google_inc,Smartphone,smartphone,Storm,Wileyfox,wileyfox
13201,37784e5ca33801eaa9008238bb7705be,WebKit,11.0.2,11,Browser,browser,Safari,safari,Apple Inc.,apple_inc,,unknown,macOS,macos,macOS 10.13 High Sierra,macos_10_13,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
13301,66c4097cc20868abf2c0e35cd93e733b,WebKit,10.1,10,Browser,browser,Safari,safari,Apple Inc.,apple_inc,,unknown,OS X,osx,OS X 10.10 Yosemite,osx_10_10,Apple Computer  Inc.,apple_inc,Desktop,desktop,Mac,Apple,apple
13302,ec2af7b5a106774e9733daa53930ac40,WebKit/Blink,58.0.3029.83,58,Mobile browser,mobile_browser,Chrome Mobile,chrome_mobile,Google Inc.,google_inc,,unknown,Android,android,Android 6.0 Marshmallow,android_6,Google  Inc.,google_inc,Smartphone,smartphone,Leon 4G LTE,LG,lg
